1
496.473,440.031,494.169,400.872,536.317,398.393,538.621,437.552
495,428,495,388,538,388,538,428
540.16,421.88,496.62,415.66,502.24,376.32,545.78,382.54
543.765,418.059,497.6,407.8,506.306,368.624,552.471,378.882
544.4,423.2,496.4,399.2,514,364,562,388
539.574,427.743,496.445,392.456,518.99,364.901,562.119,400.188
512.9,424.7,496,374,530.5,362.5,547.4,413.2
524.81,437.796,500.751,375.93,528.788,365.027,552.847,426.893
547.006,434.238,500.484,412.346,516.598,378.105,563.119,399.997
506,435,506,390,549,390,549,435
509,454,509,399,547,399,547,454
511,465,511,408,545,408,545,465
532.461,471.363,501.926,442.865,533.684,408.838,564.218,437.337
538.299,443.993,504.559,418.192,533.369,380.517,567.109,406.319
545.617,418.873,507.363,409.639,519.892,357.733,558.146,366.966
511.299,404.577,508.775,349.056,545.109,347.404,547.633,402.926
540.341,390.073,500.341,358.073,524.244,328.195,564.244,360.195
547.287,370.992,505.987,363.912,513.952,317.449,555.252,324.529
507,365,507,313,545,313,545,365
544,352,503.2,338.4,516.3,299.1,557.1,312.7
549.086,343.63,509.988,341.187,512.646,298.665,551.743,301.109
511,339,511,298,550,298,550,339
511,340,511,302,551,302,551,340
512,346,512,306,550,306,550,346
539.8,361.4,504.6,343.8,523.2,306.6,558.4,324.2
514.459,369.757,507.784,329.703,548.487,322.919,555.162,362.973
552.04,379.403,511.288,376.686,514.151,333.743,554.903,336.46
536.229,404.525,505.049,378.541,532.918,345.098,564.098,371.082
512,417,512,374,552,374,552,417
511,439,511,398,553,398,553,439
513,469,513,426,557,426,557,469
528.6,483.2,508,442,545.6,423.2,566.2,464.4
519.754,452.116,518.175,407.887,560.763,406.366,562.343,450.595
520,429,520,386,563,386,563,429
524,413,524,370,573,370,573,413
551.162,405.938,520.263,384.127,550.222,341.686,581.12,363.496
566.18,389.74,525.02,383.86,531.7,337.1,572.86,342.98
567.321,382.596,526.771,370.431,540.037,326.211,580.587,338.376
530,372,530,325,574,325,574,372
568.936,375.881,528.385,363.716,542.807,315.642,583.358,327.807
575.347,378.023,531.928,367.806,542.8,321.6,586.22,331.816
540,378,540,331,583,331,583,378
546.584,385.712,538.776,342.768,582.688,334.784,590.496,377.728
585.172,397.069,541.552,379.621,556.862,341.345,600.483,358.793
550,404,550,356,592,356,592,404
594.631,419.382,553.135,417.307,555.451,370.973,596.948,373.047
602.276,438.58,556.206,435.7,558.802,394.175,604.872,397.055
553,415,553,373,598,373,598,415
545,388,545,349,593,349,593,388
541,368,541,326,584,326,584,368
530,348,530,306,574,306,574,348
532.8,335.6,513.4,296.8,553.8,276.6,573.2,315.4
518,312,518,267,561,267,561,312
542.528,308.955,502.348,283.843,524.09,249.056,564.27,274.169
503,291,503,247,547,247,547,291
528.877,293.215,488.277,270.015,509.138,233.508,549.738,256.708
490,281,490,235,533,235,533,281
507.96,291.72,471.64,264.48,498.04,229.28,534.36,256.52
473,286,473,239,517,239,517,286
464,292,464,249,511,249,511,292
457,301,457,258,503,258,503,301
452,316,452,273,496,273,496,316
476.135,342.584,436.764,317.978,460.36,280.225,499.73,304.832
437,357,437,311,482,311,482,357
427,378,427,331,476,331,476,378
414,401,414,359,470,359,470,401
412,429,412,382,460,382,460,429
437.731,427.428,399,393,426.586,361.966,465.317,396.393
449.254,410.483,396.668,399.215,405.654,357.283,458.239,368.551
440.845,403.143,388.511,378.114,407.499,338.412,459.832,363.442
442.776,396.586,390.002,384.591,400.66,337.695,453.434,349.69
395,385,395,334,445,334,445,385
443.919,387.866,390.151,385.528,392.24,337.489,446.008,339.826
394,387,394,339,444,339,444,387
396.572,389.869,392.469,340.628,439.807,336.683,443.91,385.924
390,392,390,343,441,343,441,392
390,401,390,348,435,348,435,401
397.235,421.941,380.529,355.118,417.941,345.765,434.647,412.588
387,436,387,369,426,369,426,436
383,455,383,398,428,398,428,455
383.194,484.89,380.302,427.035,424.292,424.835,427.185,482.691
382,502,382,450,430,450,430,502
383,486,383,436,429,436,429,486
384,471,384,423,429,423,429,471
426.061,453.075,382.459,448.565,387.333,401.448,430.935,405.959
388,437,388,393,433,393,433,437
409,434,375.5,400.5,404.5,371.5,438,405
410,428,376.5,394.5,406,365,439.5,398.5
395.4,417.2,380.3,371.9,419.3,358.9,434.4,404.2
396.774,420.103,378.589,380.096,418.219,362.082,436.404,402.089
401.895,419.542,380.596,384.55,419.268,361.011,440.567,396.003
409.44,427.92,383.28,393.04,419.6,365.8,445.76,400.68
390,424,390,379,435,379,435,424
415.353,443.278,384.394,418.953,414.202,381.016,445.161,405.341
434.303,450.664,389.762,446.615,393.951,400.541,438.492,404.59
394,465,394,420,440,420,440,465
414.838,495.973,386.662,456.527,421.378,431.73,449.554,471.176
406.615,504.077,397.769,459.846,442.385,450.923,451.231,495.154
438.768,486.603,399.232,471.397,416.912,425.428,456.448,440.634
452.269,454.54,406.548,447.682,413.487,401.423,459.208,408.281
412,434,412,392,462,392,462,434
456.808,424.178,414.945,408.479,431.055,365.521,472.918,381.219
449.5,412.5,418,381,450.5,348.5,482,380
452.293,402.366,424.976,368.22,463.024,337.78,490.341,371.927
