1
326,127,326,115,413,115,413,127
317,127,317,115,408,115,408,127
398.607,131.6,305.546,126.787,306.2,114.131,399.262,118.945
389.099,134.357,298.998,126.522,300.199,112.713,390.3,120.548
379.754,136.969,291.631,125.954,293.4,111.8,381.523,122.815
373.027,139.838,284.324,125.054,286.784,110.297,375.487,125.081
348,149,281.567,119.474,290.35,99.7113,356.784,129.237
330.989,154.375,278.72,114.338,292.626,96.182,344.896,136.219
317.812,157.479,276.453,99.1516,295,86,336.359,144.327
307.345,156.103,277.348,79.1526,296.622,71.6389,326.619,148.589
307.684,155.971,277.686,79.0207,296.622,71.6389,326.62,148.589
307.684,155.971,277.686,79.0207,296.622,71.6389,326.62,148.589
307.684,155.971,277.686,79.0207,296.622,71.6389,326.62,148.589
291.953,137.788,272.494,50.2235,291.447,46.0118,310.906,133.577
285.537,122.409,271.653,47.2026,294.52,42.981,308.404,118.187
297.948,115.132,276.371,114.773,277.772,30.6962,299.349,31.0558
291.732,116.21,272.948,113.933,284.278,20.4579,303.062,22.7348
290.967,106.955,272.363,103.978,287.278,10.7644,305.881,13.741
293.454,103.888,274.873,101.28,287.845,8.8554,306.426,11.4633
296.012,98.8902,276.146,96.6829,285.866,9.2073,305.732,11.4146
296.659,100.791,276.418,98.738,285.497,9.2389,305.738,11.2923
293.649,101.108,273.865,97.8108,289,7,308.784,10.2973
289.6,96.2,267.4,88.8,294.9,6.3,317.1,13.7
283.996,90.7344,261.921,77.9544,303.844,5.5415,325.919,18.3216
279.559,88.1921,259.144,72.5808,311.428,4.2096,331.843,19.821
282.076,84.9103,261.41,67.4241,315.348,3.6793,336.014,21.1655
283.16,83.88,262.406,65.3108,318.114,3.0492,338.868,21.6185
282.8,84.1119,262.604,64.8547,319.574,5.1054,339.771,24.3626
286.561,90.1108,262.467,68.755,315.896,8.4761,339.99,29.8319
312.031,85.3196,277.253,71.9433,301.299,9.4227,336.077,22.799
322.053,84.1976,285.388,80.9814,291.519,11.0806,328.185,14.2969
305.156,92.8532,280.991,12.3028,311.541,3.1376,335.707,83.6881
