1
519.7,228.803,518.86,200.239,573.989,198.618,574.829,227.182
515.124,227.108,513.503,203.872,579.461,199.27,581.082,222.506
506,227,506,204,573,204,573,227
486,234,486,203,536,203,536,234
480,231,480,202,534,202,534,231
480.5,239.5,460.206,205.676,495.059,184.765,515.353,218.588
448,231,448,195,491,195,491,231
445.72,231.96,438.968,194.824,478.304,187.672,485.056,224.808
429.792,224.086,427.208,187.914,467.503,185.036,470.086,221.208
437.76,231.486,412.621,184.56,436.792,171.611,461.931,218.537
436.584,230.742,400.204,190.724,419.665,173.032,456.045,213.05
425,224,386,185,402.5,168.5,441.5,207.5
416,223,374,181,391.5,163.5,433.5,205.5
405.903,223.993,368.42,180.592,388.806,162.986,426.289,206.387
398.584,225.239,360.177,181.345,380.637,163.443,419.044,207.336
380.385,224.077,349.615,177.923,375,161,405.769,207.154
395.448,217.379,342.172,196.069,353.069,168.828,406.345,190.138
369.463,220.255,322.001,185.175,341.183,159.223,388.645,194.303
365.238,205.369,282.946,196.857,285.289,174.202,367.581,182.715
351.786,197.635,287.362,193.845,289.017,165.707,353.441,169.497
295.376,203.348,283.647,178.588,343.312,150.326,355.041,175.086
317.503,206.559,276.228,169.869,295.317,148.393,336.593,185.083
325.907,197.959,277.474,176.433,288.732,151.103,337.165,172.629
265,201,265,163,299,163,299,201
269.195,202.303,246.679,167.278,282.209,144.437,304.726,179.462
279.073,204.851,241.566,173.266,264.256,146.321,301.763,177.906
308.867,187.523,237.667,184.837,238.708,157.253,309.908,159.94
225.786,191.574,224.735,160.042,276.81,158.306,277.861,189.838
224.561,194.214,218.126,163.882,268.323,153.235,274.757,183.567
214.119,182.257,212.721,155.699,280.848,152.113,282.246,178.671
275.385,208.077,225.769,198.154,229.769,178.154,279.385,188.077
225.038,201.192,219.731,174.654,251.654,168.269,256.961,194.808
263.473,211.237,210.341,167.945,221.205,154.612,274.337,197.904
240.052,178.537,174.484,155.467,180.949,137.093,246.517,160.163
172.431,188.673,161.621,163.448,230.535,133.914,241.345,159.138
151.135,187.572,148.895,145.005,204.53,142.077,206.771,184.644
162.875,201.677,153.828,149.202,193.008,142.447,202.055,194.921
187.723,213.667,150.5,208.915,157.818,151.594,195.041,156.346
192.792,217.603,151.448,214.596,156.171,149.649,197.516,152.656
187.629,220.548,134.646,170.214,156.043,147.691,209.026,198.025
174.454,228.986,138.491,162.197,164.014,148.454,199.977,215.243
158,216,158,157,194,157,194,216
168.939,235.66,143.7,186.583,179.445,168.199,204.685,217.276
168.997,243.294,144.422,192.916,181.896,174.636,206.471,225.014
170.946,245.717,145.454,190.483,185.405,172.044,210.898,227.278
201.204,251.353,166.991,248.094,173.872,175.845,208.085,179.103
173.049,251.495,166.96,190.604,200.822,187.218,206.911,248.109
201.476,267.72,172.939,264.549,180,201,208.537,204.171
176.183,224.605,142.639,223.647,144,176,177.544,176.958
170.284,230.333,140.299,222.559,153.382,172.099,183.366,179.873
147,224,147,181,182,181,182,224
176.348,238.298,144.777,225.472,166.102,172.979,197.673,185.805
178.873,242.931,147.448,231.318,169.12,172.675,200.546,184.289
185.615,240.077,152.231,228.154,173,170,206.385,181.923
195.061,240.18,161.202,237.64,166.117,172.109,199.976,174.648
165,241,165,175,199,175,199,241
176.854,243.777,145.398,223.483,178.286,172.507,209.741,192.801
204.258,242.582,171.77,241.957,173.042,175.809,205.53,176.433
207.37,242.496,168.938,237.921,175.824,180.074,214.256,184.65
210.393,249.588,173.823,246.002,180.543,177.465,217.113,181.05
211.375,250.243,176.705,248.317,180.702,176.372,215.372,178.298
179.155,254.074,177.715,179.159,212.183,178.497,213.623,253.411
188.644,257.325,172.873,187.069,212.702,178.128,228.474,248.383
188.076,260.47,176.639,189.308,219.165,182.473,230.602,253.635
182,257,182,192,226,192,226,257
183,254,183,188,226,188,226,254
184,255,184,188,226,188,226,255
184,255,184,189,226,189,226,255
214.538,263.308,180.231,211.846,215.308,188.462,249.615,239.923
207.681,254.41,179.837,191.457,215.527,175.671,243.372,238.624
200.923,243.615,188.577,181.885,221.269,175.346,233.615,237.077
230.407,250.448,197.007,248.857,200.333,179.016,233.733,180.606
233.948,253.393,200.345,248.913,208.764,185.769,242.367,190.249
229.135,262.189,199.784,257.297,211.351,187.892,240.703,192.784
237.72,260.828,206.471,254.7,218.696,192.352,249.945,198.479
247.643,256.612,211.928,255.962,213.037,194.946,248.753,195.596
247.3,256.247,211.856,254.958,214.005,195.855,249.449,197.144
249.335,273.179,214.402,267.215,225.056,204.814,259.989,210.779
223.308,269.461,199.308,233.462,240.615,205.923,264.615,241.923
224.536,262.656,205.216,219.558,247.108,200.779,266.428,243.877
238,269,210.388,229.116,244.552,205.464,272.164,245.348
250.337,269.219,216.019,232.449,242.171,208.04,276.489,244.81
246.244,275.444,218.857,232.652,250.185,212.602,277.572,255.394
264.478,277.075,215.32,251.648,232.093,219.221,281.251,244.647
263.723,272.228,222.881,238.812,244.045,212.946,284.886,246.361
268.092,271.756,222.904,240.472,240.94,214.42,286.128,245.704
277.361,270.85,226.893,241.028,241.525,216.265,291.994,246.087
283.557,273.424,230.876,242.586,244.232,219.77,296.913,250.607
283.896,273.606,230.86,242.668,244.207,219.788,297.243,250.725
280.08,261.44,226.74,253.82,231.28,222.04,284.62,229.66
218.045,265.421,214.381,230.981,272.279,224.821,275.943,259.261
221.143,267.353,217.51,232.841,274.249,226.868,277.882,261.381
231.324,286.206,214.824,258.706,264.971,228.618,281.471,256.118
228.121,274.688,220.352,242.199,280.499,227.815,288.269,260.305
289.186,283.413,239.566,256.036,256.368,225.583,305.988,252.959
295.243,282.338,241.746,254.182,257.668,223.931,311.165,252.087
274.081,295.407,244.963,263.96,279.6,231.889,308.718,263.335
293.077,291.385,252.692,264.461,271.615,236.077,312,263
298.798,293.124,254.483,265.427,269.652,241.157,313.966,268.854
287.583,300.543,249.782,273.716,269.087,246.514,306.888,273.34
254.034,285.811,253.573,261.348,332.997,259.849,333.459,284.312
263.716,290.195,261.917,264.567,340.722,259.037,342.52,284.665
267.695,294.022,264.102,267.332,339.09,257.238,342.682,283.927
300.863,314.268,255.354,274.631,277.481,249.225,322.991,288.863
265,296,265,255,315,255,315,296
281.138,321.345,260.517,269.793,297.586,254.965,318.207,306.517
269.646,304.69,267.04,265.597,325.779,261.681,328.385,300.774
278.068,310.657,266.831,275.697,321.763,258.04,333,293
288.83,321.456,264.754,288.122,302.215,261.067,326.29,294.402
274.118,319.471,264.765,282.059,313.706,269.823,323.059,307.235
269,316,269,278,316,278,316,316
314.352,326.458,264.834,312.594,274.534,277.95,324.052,291.815
316.385,335.923,264.692,301.461,279.461,279.308,331.154,313.769
315.964,332.718,265.337,304.994,277.564,282.666,328.191,310.39
317.027,337.819,265.013,301.409,278.685,281.879,330.698,318.289
321.171,323.591,268.797,315.621,273.388,285.45,325.762,293.42
317.493,333.766,263.717,308.946,274.722,285.102,328.498,309.922
316.065,340.041,263.265,306.441,277.1,284.7,329.9,318.3
302.6,337.8,260.2,316.6,274.6,287.8,317,309
313,329,263.216,320.703,268.432,289.405,318.216,297.703
311.791,333.509,266.985,324.238,274.032,290.179,318.838,299.449
263.588,330.578,261.492,292.862,309.012,290.221,311.108,327.938
262,336,262,299,314,299,314,336
313.1,344.63,256.462,323.653,268.066,292.321,324.704,313.298
287.746,365.117,254.102,352.722,273.771,299.337,307.415,311.732
268.914,361.547,260.412,300.617,297.024,295.508,305.526,356.438
309,358,263,358,263,296,309,296
305.031,367.754,254.077,361.385,261.523,301.815,312.477,308.185
333.708,352.078,255.603,335.918,262.239,303.843,340.344,320.002
283.917,363.993,250.045,323.962,285.1,294.3,318.972,334.331
282.248,372.529,240.651,339.599,273.419,298.207,315.016,331.138
243.784,353.312,237.176,316.968,307.664,304.152,314.272,340.496
236.456,363.49,226.439,332.938,303.943,307.527,313.96,338.079
285.974,375.211,238.256,347.504,261.887,306.806,309.605,334.513
293.652,371.249,245.455,366.085,250.812,316.087,299.009,321.251
264,390,241.931,334.828,280.897,319.241,302.966,374.414
257.571,386.748,246.831,330.365,288.004,322.523,298.744,378.906
249,372,249,331,315,331,315,372
305.542,381.509,234.881,366.148,242.742,329.987,313.402,345.348
270.28,401.058,243.076,359.537,283.415,333.107,310.619,374.629
306.873,377.827,245.179,368.335,251.04,330.237,312.734,339.728
325.72,393.001,272.789,378.181,283.424,340.199,336.355,355.019
280,394,280,353,332,353,332,394
323.518,403.729,282.012,368.153,305.518,340.729,347.023,376.306
337.997,402.636,282.215,389.113,290.722,354.023,346.504,367.546
2
0
0
0
0
1
273.634,377.522,226.112,364.157,236.326,327.842,283.848,341.207
274.706,378.177,222.941,365.235,232,329,283.765,341.941
232,375,232,336,284,336,284,375
231.893,375.168,228.873,337.41,279.389,333.369,282.41,371.127
230.441,373.449,227.944,339.745,282.828,335.679,285.325,369.383
292.459,376.435,227.235,361.941,233.8,332.4,299.023,346.894
