1
535,79,522,66,535,53,548,66
533.5,87.5,521.5,75.5,535,62,547,74
533,103,519,89,531,77,545,91
531,113,518,100,531,87,544,100
528,128,515,115,528,102,541,115
522.73,135.378,519.162,113.973,534.568,111.405,538.135,132.811
529.8,146.4,513.8,138.4,522,122,538,130
518,162,509.8,145.6,525.4,137.8,533.6,154.2
512,172,512,152,528,152,528,172
529,185,516,172,528.5,159.5,541.5,172.5
543.552,188.379,530.641,187.303,532.545,164.462,545.455,165.538
546.721,189.066,537.541,178.049,548.164,169.197,557.344,180.213
564.027,200.398,550.505,188.566,557.938,180.071,571.46,191.903
564.4,204.8,558.2,192.4,569,187,575.2,199.4
575.513,217.919,567.135,206.189,575.838,199.973,584.216,211.703
585,226,576,217,584.5,208.5,593.5,217.5
587.308,233.538,585,222,595.769,219.846,598.077,231.385
595.594,244.568,593.432,231.595,603.162,229.973,605.324,242.946
602,252,602,239,612,239,612,252
610,266,610,254,619,254,619,266
612,272,612,261,621,261,621,272
617.5,278.5,610,271,616.5,264.5,624,272
621.575,275.534,617.671,265.123,625.562,262.164,629.466,272.575
622,274,622,264,631,264,631,274
632,276,624.5,268.5,630,263,637.5,270.5
629,274,629,266,639,266,639,274
638.8,275.4,628.8,270.4,632,264,642,269
636,280,636,270,644,270,644,280
638,282,638,272,646,272,646,282
649,281,641.703,279.784,643.405,269.568,650.703,270.784
647.5,281.5,641,275,647.5,268.5,654,275
649,278,641.5,270.5,647,265,654.5,272.5
646,276,646,266,654,266,654,276
653,279,644.5,270.5,649,266,657.5,274.5
648,281,648,271,656,271,656,281
647,282,647,273,656,273,656,282
654.5,287.5,646,279,651,274,659.5,282.5
653,286,653,276,661,276,661,286
653,286,653,276,661,276,661,286
656,286,656,275,663,275,663,286
