1
407,222,389.5,204.5,414,180,431.5,197.5
409,222,390,203,414.5,178.5,433.5,197.5
409,222,390,203,414.5,178.5,433.5,197.5
410.866,221.617,390.079,203.602,412.746,177.447,433.533,195.462
409.508,220.939,391.092,197.262,417.123,177.015,435.539,200.692
411,222,389,200,413,176,435,198
412.731,222.346,389.746,204.469,412.039,175.808,435.023,193.685
411.5,222.5,390.5,201.5,416,176,437,197
411,223,390,202,416,176,437,197
411.148,222.119,392.368,192.906,418.296,176.238,437.076,205.451
409.931,221.946,394.209,189.074,420.677,176.415,436.398,209.288
410.4,222.8,393.8,189.6,419.8,176.6,436.4,209.8
411.347,223.688,392.365,193.859,418.376,177.306,437.359,207.135
412.162,223.027,390.811,193.135,416.162,175.027,437.513,204.919
412.625,223.076,389.666,193.74,414.904,173.988,437.863,203.325
411.808,222.553,390.602,192.615,417.183,173.787,438.388,203.725
413.734,221.982,389.699,194.513,415.044,172.336,439.08,199.805
411.519,221.049,388.634,193.346,414.916,171.635,437.801,199.338
411.005,221.451,388.193,193.569,414.985,171.648,437.797,199.53
409.746,219.531,388.315,191.977,415.315,170.977,436.746,198.531
409.746,219.531,388.315,191.977,415.315,170.977,436.746,198.531
410.715,218.684,388.948,189.144,415.487,169.589,437.253,199.129
409.408,220.101,387.217,189.841,414.962,169.494,437.153,199.754
409.231,219.846,388.923,189.385,416.615,170.923,436.923,201.385
406.96,220.257,389.592,187.451,419.181,171.786,436.549,204.592
408.465,220.019,390.236,186.599,418.261,171.312,436.49,204.732
410.44,220.92,388,191,416.64,169.52,439.08,199.44
411.686,220.319,388.162,187.973,414.681,168.686,438.205,201.032
412.299,220.712,387.111,188.807,413.374,168.073,438.561,199.978
413.244,219.468,386.08,190.874,408.551,169.527,435.715,198.121
413.244,219.468,386.08,190.874,408.551,169.527,435.715,198.121
414.816,220.042,383.475,200.247,401.25,172.105,432.59,191.899
413.5,219.5,385.5,191.5,408.5,168.5,436.5,196.5
417.154,217.769,384.154,195.769,401.385,169.923,434.385,191.923
429.857,208.323,374.193,198.642,377.958,176.993,433.622,186.673
392.882,217.471,391.768,184.041,429.593,182.78,430.707,216.21
380,206,380,183,430,183,430,206
385,213,385,186,429,186,429,213
387,213,387,186,430,186,430,213
386,213,386,186,432,186,432,213
386,213,386,186,431,186,431,213
416.408,215.701,366.621,192.826,376.095,172.206,425.882,195.081
366.58,208.808,365.828,187.006,431.646,184.736,432.398,206.538
428.155,213.061,373.989,210.21,375.337,184.597,429.503,187.447
426.689,207.423,363.727,206.299,364.108,184.93,427.07,186.055
417.274,214.195,355.538,195.331,361.484,175.87,423.22,194.734
414.441,218.838,355.832,191.678,365.313,171.218,423.922,198.379
378,212,378,181,422,181,422,212
426.748,210.279,374.928,207.231,376.286,184.135,428.107,187.183
408.628,215.587,358.774,198.494,365.944,177.581,415.798,194.673
408.2,216.6,361,193,370.8,173.4,418,197
413.351,208.055,355.206,204.304,356.344,186.667,414.489,190.419
355,204,355,189,412,189,412,204
357,203,357,189,411,189,411,203
412.908,205.738,356.046,198.631,357.615,186.077,414.477,193.185
404.877,201.329,359.642,199.653,360.164,185.562,405.399,187.237
404.811,201.534,357.601,199.567,358.156,186.257,405.366,188.224
406.816,203.497,355.824,195.446,357.786,183.019,408.778,191.07
403.423,205.885,356.692,196.538,359.423,182.885,406.154,192.231
404.706,207.176,357.647,195.412,360.882,182.471,407.941,194.235
407.657,209.152,357.994,197.691,361.129,184.107,410.792,195.567
407.657,209.152,357.264,197.523,360.399,183.938,410.792,195.567
404.485,202.865,356.734,196.498,358.41,183.921,406.162,190.288
402.611,206.787,358.511,196.203,361.67,183.041,405.77,193.625
402.611,206.787,358.511,196.203,361.67,183.041,405.77,193.625
402.611,206.787,358.511,196.203,361.67,183.041,405.77,193.625
402.611,206.787,358.511,196.203,361.67,183.041,405.77,193.625
403.943,209.698,365.774,198.792,369.698,185.057,407.868,195.962
398.471,209.118,362.941,200.235,366.412,186.353,401.941,195.235
372,210,372,193,401,193,401,210
381,210,381,193,409,193,409,210
382,210,382,194,408,194,408,210
383.22,213.54,380.96,197.72,406.58,194.06,408.84,209.88
383,211,383,195,408,195,408,211
383,211,383,195,408,195,408,211
380.853,212.377,379.664,199.303,411.582,196.402,412.771,209.475
410.295,211.875,376.896,207.867,378.434,195.052,411.833,199.06
410.076,211.7,376,207,377.587,195.495,411.663,200.195
377,209,377,198,410,198,410,209
377,209,377,198,409,198,409,209
374,212,374,199,408,199,408,212
406.237,211.96,372.422,206.757,374.353,194.208,408.168,199.41
405.515,211.852,371.357,208.436,372.584,196.158,406.743,199.574
369,210,369,198,405,198,405,210
371.339,212.824,368.142,199.395,397.974,192.292,401.172,205.721
367.305,210.628,366.85,199.246,403.711,197.771,404.166,209.153
367.731,214.654,365.231,202.154,397.923,195.615,400.423,208.115
365,211,365,198,396,198,396,211
364,211,364,198,394,198,394,211
363,210,363,197,394,197,394,210
363,210,363,197,394,197,394,210
363,210,363,197,394,197,394,210
363,210,363,197,394,197,394,210
363,210,363,197,394,197,394,210
363,210,363,197,394,197,394,210
363,210,363,197,394,197,394,210
393.905,215.747,350.157,205.652,352.416,195.865,396.163,205.961
344.915,211.232,343.854,201.683,387.646,196.817,388.707,206.366
343,211,343,199,374,199,374,211
368.021,215.789,337.699,206.561,340.957,195.856,371.279,205.085
352,212,352,199,381,199,381,212
350,214,350,200,379,200,379,214
349,214,349,200,379,200,379,214
349,214,349,200,379,200,379,214
349,214,349,200,379,200,379,214
349,214,349,200,379,200,379,214
340,214,340,202,374,202,374,214
341,214,341,202,373,202,373,214
340,214,340,202,372,202,372,214
340,214,340,202,372,202,372,214
340,214,340,202,372,202,372,214
340,214,340,202,372,202,372,214
340,214,340,202,372,202,372,214
340,214,340,202,372,202,372,214
360.923,226.385,349.077,208.615,364.308,198.462,376.154,216.231
369.672,223.431,342.638,211.845,347.966,199.414,375,211
368,224,344.6,216.2,349.6,201.2,373,209
366.517,224.546,341.659,213.073,347.805,199.756,372.663,211.229
363.752,226.136,341.34,210.62,349.944,198.192,372.356,213.708
363.031,227.446,338.046,213.169,346.292,198.738,371.277,213.015
364.444,225.158,335.557,214.842,339.787,202.995,368.674,213.312
362.869,226.748,333.579,217.499,337.433,205.295,366.723,214.544
349.729,227.518,332.435,207.341,341.741,199.365,359.035,219.541
348.783,223.569,332.502,208.54,340.284,200.109,356.565,215.137
343.621,226.448,336.638,210.155,347.983,205.293,354.966,221.586
350.237,221.96,327.694,218.491,329.613,206.017,352.156,209.486
329,219,329,207,351,207,351,219
327,218,327,206,349,206,349,218
345.046,223.631,325.477,221.185,327.246,207.031,346.815,209.477
341.399,223.83,320.945,212.816,327.271,201.069,347.725,212.083
338.951,223.439,317.454,213.517,323.542,200.327,345.039,210.249
338.2,225.6,312.6,212.8,318.2,201.6,343.8,214.4
338.2,225.6,313.4,213.2,319.6,200.8,344.4,213.2
344.645,226.625,311.383,216.121,315.599,202.768,348.862,213.272
343.412,227.353,308.118,218.529,311.412,205.353,346.706,214.176
307,222,307,207,340,207,340,222
307,221,307,206,338,206,338,221
307,221,307,206,338,206,338,221
307,221,307,206,338,206,338,221
331.654,224.731,302.423,218.885,305.231,204.846,334.461,210.692
328.624,222.762,300.109,219.911,301.564,205.356,330.079,208.208
327.757,224.46,301.324,220.054,303.973,204.162,330.405,208.568
300,223,300,207,329,207,329,223
300,223,300,207,329,207,329,223
300,223,300,207,329,207,329,223
305.634,233.761,302.196,217.432,332.385,211.077,335.822,227.406
306.724,235.31,300.724,220.31,329.517,208.793,335.517,223.793
305.707,236.127,299.428,221.684,326.852,209.76,333.132,224.204
302.118,234.529,297.095,220.466,325.348,210.376,330.371,224.439
302,235,297.4,221.2,322.6,212.8,327.2,226.6
300.3,235.9,295.2,220.6,321.3,211.9,326.4,227.2
296,232,296,212,323,212,323,232
294.385,232.923,291.115,216.577,319.961,210.808,323.231,227.154
295.882,238.529,288.796,223.57,315.577,210.885,322.663,225.844
292.8,237.6,286,224,312,211,318.8,224.6
291.677,238.794,283.118,224.529,307.971,209.618,316.529,223.882
306.152,233.179,281.572,231.131,283.145,212.262,307.724,214.31
288.584,239.691,278.53,225.329,300.342,210.06,310.396,224.423
280.98,238.384,274.853,224.377,301.397,212.764,307.525,226.77
275.772,235.534,272.391,222.687,298.873,215.718,302.254,228.565
273.532,235.635,270.603,223.333,296.56,217.152,299.489,229.455
269,231,269,217,294,217,294,231
265.293,233.029,264.835,222.048,293.702,220.846,294.159,231.827
262,231,262,222,291,222,291,231
270.234,237.306,264.813,227.668,283.424,217.199,288.846,226.837
282.616,236.626,271.511,227.602,285,211,296.106,220.023
287.89,229.324,272,228,273.648,208.221,289.538,209.545
287,233,270.415,228.477,276,208,292.585,212.523
272,232,272,210,288,210,288,232
269.4,233.2,263.5,215.5,280.3,209.9,286.2,227.6
272.106,237.016,259.778,228.314,272.998,209.587,285.326,218.289
265.5,239.5,254.5,228.5,271.5,211.5,282.5,222.5
266,240,252,226,266,212,280,226
266.545,238.561,253,229,265.582,211.176,279.127,220.737
273.823,234.706,253.118,229.529,257.647,211.412,278.353,216.588
250,232,250,216,275,216,275,232
250,232,250,216,275,216,275,232
250,232,250,216,275,216,275,232
250,232,250,216,275,216,275,232
247,232,247,218,276,218,276,232
242,230,242,218,274,218,274,230
242,229,242,218,273,218,273,229
242,229,242,218,273,218,273,229
242,229,242,218,273,218,273,229
242,229,242,218,273,218,273,229
247,229,247,217,275,217,275,229
247,229,247,217,275,217,275,229
278.657,233.693,251.438,223.796,256.139,210.869,283.358,220.766
2
0
0
0
0
1
146,249,146,213,229,213,229,249
147.68,255.612,140.921,226.326,231.848,205.343,238.607,234.629
145.68,258.543,138.372,227.317,225.413,206.946,232.721,238.172
142.795,256.594,135.923,226.244,221.48,206.872,228.352,237.222
134.596,253.957,130,226,221.34,210.985,225.936,238.942
132.789,255.215,127.969,225.808,218.184,211.019,223.004,240.426
138.835,255.255,133.464,224.982,221.813,209.307,227.184,239.58
